c,p,x
http://purl.obolibrary.org/obo/HANCESTRO_0846,http://purl.obolibrary.org/obo/IAO_0000115,"General term that refers to Indigenous Americans in North, Central, and South America, without any reference to validated genetic ancestry information. Synonyms include historical and contemporary terms that are in use in parts of North American and Spanish and Portuguese speaking regions of North and South America by some Indigenous populations to describe themselves, and local and national governmental institutions. "
